state_label,region_label,census_division_label,marital_status_label,living_arrangement_label,marital_net_label,gender_age_net_label,national_weight,census_division_weight,state_weight
Wyoming,West,Mountain,Divorced,Only adult in household,Single,Male 65+,0.436026,0.183105,1.013997
Oregon,West,Pacific,Married,Live with spouse/partner,Married,Male 55–64,1.173068,0.336172,0.746547
North Dakota,Midwest,West North Central,Single,Only adult in household,Single,Female 55–64,0.493044,0.26244,0.880542
Montana,West,Mountain,Single,Live in parents’ home,Single,Male 25–34,0.507903,0.413815,1.93529
District of Columbia,South,South Atlantic,Married,Live with spouse/partner,Married,Female 25–34,1.092562,0.089236,1.095336
Wyoming,West,Mountain,Divorced,Only adult in household,Single,Male 55–64,0.365691,0.156919,0.955961
Nevada,West,Mountain,Married,Live with spouse/partner,Married,Male 55–64,0.436637,0.836732,0.828932
Florida,South,South Atlantic,Separated,Live with family/friends/roommates,Single,Male 18–24,2.095263,3.3923,0.95003
Nevada,West,Mountain,Single,Only adult in household,Single,Male 25–34,0.508615,0.953156,0.780441
District of Columbia,South,South Atlantic,Married,Live with spouse/partner,Married,Female 55–64,0.995781,0.087348,0.858017
Alaska,West,Pacific,Married,Live with spouse/partner,Married,Male 45–54,1.131488,0.054014,0.866819
Rhode Island,Northeast,New England,Single,Live in parents’ home,Single,Female 25–34,0.384285,0.430855,0.97872
Kentucky,South,East South Central,Single,Only adult in household,Single,Male 55–64,0.741006,0.867005,0.945554
Rhode Island,Northeast,New England,Single,Only adult in household,Single,Male 45–54,0.378456,0.418043,0.804858
Arkansas,South,West South Central,Married,Live with spouse/partner,Married,Male 55–64,1.171223,0.255607,0.777077
North Dakota,Midwest,West North Central,Single,Live with spouse/partner,Living with partner,Female 55–64,0.493044,0.26244,0.880542
North Dakota,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 55–64,0.396221,0.23782,1.339469
Rhode Island,Northeast,New England,Married,Live with spouse/partner,Married,Male 55–64,0.392363,0.437269,0.985262
Maryland,South,South Atlantic,Married,Live with spouse/partner,Married,Female 35–44,0.918587,0.710551,0.809529
Wyoming,West,Mountain,Married,Live with spouse/partner,Married,Male 45–54,0.420571,0.177687,0.958266
New Jersey,Northeast,Middle Atlantic,Divorced,Only adult in household,Single,Male 55–64,3.135718,0.551727,1.130086
Hawaii,West,Pacific,Single,Live with family/friends/roommates,Single,Male 25–34,3.136781,0.132049,2.366557
Wyoming,West,Mountain,Single,Live with spouse/partner,Living with partner,Male 45–54,0.420571,0.177687,0.958266
Wyoming,West,Mountain,Married,Live with spouse/partner,Married,Female 65+,0.474612,0.215471,1.001504
Iowa,Midwest,West North Central,Single,Only adult in household,Single,Male 25–34,0.538847,1.424246,1.280913
Vermont,Northeast,New England,Married,Live with spouse/partner,Married,Male 18–24,0.457043,0.327957,3.238256
Michigan,Midwest,East North Central,Divorced,Live with spouse/partner,Living with partner,Male 35–44,1.34932,1.038977,1.017134
Indiana,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 55–64,1.17325,0.556586,0.925541
Wyoming,West,Mountain,Married,Live with spouse/partner,Married,Female 55–64,0.464731,0.196914,0.953353
North Dakota,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 55–64,0.462591,0.237512,1.242986
Indiana,Midwest,East North Central,Widowed/widower,Live with family/friends/roommates,Single,Male 55–64,1.17325,0.556586,0.925541
Nevada,West,Mountain,Single,Live with family/friends/roommates,Single,Male 35–44,0.429514,1.003311,0.882106
Wyoming,West,Mountain,Married,Live with spouse/partner,Married,Female 45–54,0.428704,0.18051,0.661313
Iowa,Midwest,West North Central,Divorced,Live with family/friends/roommates,Single,Male 55–64,0.387971,0.823521,0.775385
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Male 55–64,0.741006,0.867005,0.945554
Delaware,South,South Atlantic,Divorced,Only adult in household,Single,Male 55–64,1.113969,0.138453,1.052704
West Virginia,South,South Atlantic,Married,Live with spouse/partner,Married,Male 55–64,1.113969,0.233303,1.055113
New Hampshire,Northeast,New England,Married,Live with spouse/partner,Married,Male 55–64,0.329072,0.480519,0.755617
New Jersey,Northeast,Middle Atlantic,Single,Live in parents’ home,Single,Male 25–34,2.310183,0.91122,1.092338
Rhode Island,Northeast,New England,Single,Live with family/friends/roommates,Single,Male 35–44,0.386503,0.613732,1.197061
Mississippi,South,East South Central,Single,Live in parents’ home,Single,Male 25–34,0.864367,0.637979,0.918317
Alaska,West,Pacific,Widowed/widower,Only adult in household,Single,Female 65+,1.250293,0.055565,0.624624
South Dakota,Midwest,West North Central,Single,Live with spouse/partner,Living with partner,Male 25–34,0.538847,0.403388,1.57247
Rhode Island,Northeast,New England,Single,Live in parents’ home,Single,Male 25–34,0.879937,0.844717,2.74913
Wyoming,West,Mountain,Married,Live with spouse/partner,Married,Female 25–34,0.427049,0.179462,0.977075
West Virginia,South,South Atlantic,Single,Only adult in household,Single,Male 55–64,0.934276,0.200488,0.785925
Missouri,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 18–24,0.538847,2.809473,1.319002
New Hampshire,Northeast,New England,Single,Only adult in household,Single,Male 55–64,0.392363,0.580368,1.007176
Indiana,Midwest,East North Central,Divorced,Live with family/friends/roommates,Single,Male 25–34,3.137268,1.233644,1.623505
Massachusetts,Northeast,New England,Single,Live in parents’ home,Single,Male 35–44,0.728635,4.291897,1.796717
North Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Male 55–64,1.798747,1.321466,1.156752
Wyoming,West,Mountain,Married,Live with spouse/partner,Married,Male 65+,0.365691,0.156919,0.955961
District of Columbia,South,South Atlantic,Married,Live with spouse/partner,Married,Male 35–44,1.075989,0.091806,0.810895
Louisiana,South,West South Central,Single,Live with family/friends/roommates,Single,Male 18–24,1.628973,0.48747,1.053979
Georgia,South,South Atlantic,Single,Only adult in household,Single,Male 35–44,2.068686,1.565744,1.08456
Michigan,Midwest,East North Central,Single,Live with family/friends/roommates,Single,Male 18–24,1.629509,1.313308,1.169414
Mississippi,South,East South Central,Single,Live in parents’ home,Single,Male 18–24,0.881511,0.944596,1.124778
Kansas,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 55–64,0.462591,0.874393,1.044942
South Dakota,Midwest,West North Central,Divorced,Live with spouse/partner,Living with partner,Female 45–54,0.454823,0.297584,0.813008
North Dakota,Midwest,West North Central,Divorced,Only adult in household,Single,Male 35–44,0.446194,0.242694,0.850849
Florida,South,South Atlantic,Single,Live with family/friends/roommates,Single,Male 25–34,2.498252,3.947545,1.141513
Illinois,Midwest,East North Central,Single,Live with spouse/partner,Living with partner,Male 45–54,2.597825,1.779976,1.570776
Georgia,South,South Atlantic,Single,Live with family/friends/roommates,Single,Male 25–34,2.095263,1.619765,1.147621
West Virginia,South,South Atlantic,Married,Live with spouse/partner,Married,Male 55–64,0.934276,0.200488,0.785925
Idaho,West,Mountain,Single,Live with spouse/partner,Living with partner,Male 18–24,0.507903,0.688615,1.565086
Pennsylvania,Northeast,Middle Atlantic,Single,Live with family/friends/roommates,Single,Male 18–24,2.262083,1.042397,1.318082
Mississippi,South,East South Central,Single,Only adult in household,Single,Male 45–54,0.715742,0.521904,1.062568
New Mexico,West,Mountain,Single,Only adult in household,Single,Male 45–54,0.679104,0.657914,1.120116
South Carolina,South,South Atlantic,Single,Live in parents’ home,Single,Male 18–24,1.29942,0.816486,1.467001
New York,Northeast,Middle Atlantic,Single,Only adult in household,Single,Male 35–44,3.024571,1.169658,0.713458
Maine,Northeast,New England,Separated,Only adult in household,Single,Male 35–44,0.6111,0.732726,1.044086
Arkansas,South,West South Central,Single,Live with family/friends/roommates,Single,Male 18–24,3.131847,0.330359,1.242628
Idaho,West,Mountain,Single,Only adult in household,Single,Male 35–44,0.809718,0.757072,1.687738
Montana,West,Mountain,Single,Only adult in household,Single,Male 55–64,0.436026,0.36327,0.864418
Utah,West,Mountain,Divorced,Only adult in household,Single,Male 55–64,0.365691,0.853955,0.655397
Kansas,Midwest,West North Central,Single,Only adult in household,Single,Male 55–64,0.388515,0.636799,0.656751
Vermont,Northeast,New England,Divorced,Live with family/friends/roommates,Single,Male 55–64,0.329072,0.225215,1.099455
Rhode Island,Northeast,New England,Divorced,Live with family/friends/roommates,Single,Male 55–64,0.392363,0.437269,0.985262
Delaware,South,South Atlantic,Single,Live with spouse/partner,Living with partner,Male 25–34,1.29942,0.159055,1.478678
Iowa,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 55–64,0.387971,0.823521,0.775385
Utah,West,Mountain,Married,Live with spouse/partner,Married,Male 55–64,0.436026,0.996462,0.769397
New Jersey,Northeast,Middle Atlantic,Single,Only adult in household,Single,Male 25–34,4.355152,0.739795,1.469143
North Dakota,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 25–34,0.453067,0.248538,1.06118
Rhode Island,Northeast,New England,Married,Live with spouse/partner,Married,Female 25–34,0.384285,0.430855,0.97872
Pennsylvania,Northeast,Middle Atlantic,Single,Live in parents’ home,Single,Male 18–24,1.89719,0.836546,1.154585
Pennsylvania,Northeast,Middle Atlantic,Single,Live in parents’ home,Single,Male 35–44,1.873125,0.955452,0.963285
Mississippi,South,East South Central,Married,Live with spouse/partner,Married,Male 18–24,0.864367,0.637979,0.918317
Oregon,West,Pacific,Single,Live with family/friends/roommates,Single,Male 18–24,1.629256,0.475192,1.332136
Tennessee,South,East South Central,Married,Live with spouse/partner,Married,Male 45–54,0.71474,1.373633,0.882624
Wyoming,West,Mountain,Single,Only adult in household,Single,Male 35–44,0.420571,0.177687,0.958266
Washington,West,Pacific,Married,Live with spouse/partner,Married,Male 25–34,3.136781,0.75731,1.421132
Rhode Island,Northeast,New England,Single,Live with spouse/partner,Living with partner,Female 18–24,0.384285,0.430855,0.97872
Iowa,Midwest,West North Central,Single,Only adult in household,Single,Male 55–64,0.387971,0.823521,0.775385
New York,Northeast,Middle Atlantic,Single,Live in parents’ home,Single,Male 35–44,3.024571,1.169658,0.713458
Delaware,South,South Atlantic,Divorced,Only adult in household,Single,Male 55–64,0.934276,0.118978,0.68349
Arkansas,South,West South Central,Single,Live with family/friends/roommates,Single,Male 35–44,1.346989,0.32342,0.974689
Oregon,West,Pacific,Divorced,Live in parents’ home,Single,Male 55–64,1.42843,0.402886,0.737068
Oklahoma,South,West South Central,Single,Only adult in household,Single,Male 18–24,1.628973,0.419482,0.985165
Mississippi,South,East South Central,Married,Live with spouse/partner,Married,Male 55–64,0.741006,0.570017,1.06632
Kansas,Midwest,West North Central,Single,Only adult in household,Single,Male 35–44,0.85905,1.264421,1.547175
Mississippi,South,East South Central,Married,Live with spouse/partner,Married,Male 55–64,0.622346,0.462907,0.840016
Alabama,South,East South Central,Single,Live in parents’ home,Single,Male 18–24,1.661823,1.998407,1.589108
Tennessee,South,East South Central,Married,Live with spouse/partner,Married,Male 25–34,0.863157,1.67914,1.234584
Oregon,West,Pacific,Single,Live in parents’ home,Single,Male 18–24,1.629256,0.475192,1.332136
New York,Northeast,Middle Atlantic,Married,Live with spouse/partner,Married,Male 25–34,4.355152,1.590107,0.897725
Nevada,West,Mountain,Married,Live with spouse/partner,Married,Male 55–64,0.672761,1.293126,1.332509
District of Columbia,South,South Atlantic,Divorced,Only adult in household,Single,Female 35–44,0.918587,0.085769,0.787362
Connecticut,Northeast,New England,Married,Live with spouse/partner,Married,Male 45–54,0.6111,1.778614,1.069805
South Dakota,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 65+,0.462591,0.273177,1.079926
New York,Northeast,Middle Atlantic,Single,Live with spouse/partner,Living with partner,Male 35–44,3.606297,1.457479,0.968697
Nevada,West,Mountain,Single,Live with spouse/partner,Living with partner,Male 18–24,0.518703,1.177763,0.874732
Rhode Island,Northeast,New England,Married,Live with spouse/partner,Married,Male 35–44,0.378456,0.418043,0.804858
Kansas,Midwest,West North Central,Divorced,Live with family/friends/roommates,Single,Male 55–64,0.462591,0.874393,1.044942
Kansas,Midwest,West North Central,Single,Only adult in household,Single,Male 55–64,0.388515,0.636799,0.656751
Iowa,Midwest,West North Central,Married,Only adult in household,Married,Male 45–54,0.85905,1.394732,1.238605
Montana,West,Mountain,Married,Live with spouse/partner,Married,Male 25–34,0.508615,0.36646,1.063801
Alaska,West,Pacific,Single,Only adult in household,Single,Female 25–34,1.36989,0.078411,1.034249
Oklahoma,South,West South Central,Married,Live with spouse/partner,Married,Male 65+,1.398445,0.379614,0.833426
Michigan,Midwest,East North Central,Single,Live in parents’ home,Single,Male 18–24,1.629509,1.313308,1.169414
Arkansas,South,West South Central,Single,Only adult in household,Single,Male 18–24,1.626693,0.349869,1.028086
Alaska,West,Pacific,Single,Only adult in household,Single,Male 35–44,1.377798,0.064733,1.129299
Alaska,West,Pacific,Single,Only adult in household,Single,Male 25–34,1.6639,0.066947,2.251624
New York,Northeast,Middle Atlantic,Single,Live in parents’ home,Single,Male 18–24,3.490253,2.854642,2.106468
Montana,West,Mountain,Single,Only adult in household,Single,Male 18–24,0.507903,0.413815,1.93529
Kansas,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 25–34,1.037434,1.827247,2.252903
Florida,South,South Atlantic,Married,Live with spouse/partner,Married,Male 18–24,2.498252,3.947545,1.141513
North Dakota,Midwest,West North Central,Single,Live with family/friends/roommates,Single,Male 35–44,0.446194,0.242694,0.850849
Hawaii,West,Pacific,Married,Live with spouse/partner,Married,Male 55–64,1.398688,0.150555,1.017239
Oklahoma,South,West South Central,Married,Live with spouse/partner,Married,Male 45–54,1.348876,0.38777,0.885471
Wyoming,West,Mountain,Single,Live with spouse/partner,Living with partner,Male 25–34,0.507903,0.208582,2.091278
North Dakota,Midwest,West North Central,Divorced,Only adult in household,Single,Male 45–54,0.446194,0.242694,0.850849
Utah,West,Mountain,Single,Live with family/friends/roommates,Single,Male 25–34,0.977858,1.464945,2.102052
North Dakota,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 25–34,0.453067,0.248538,1.06118
New York,Northeast,Middle Atlantic,Single,Live in parents’ home,Single,Male 18–24,3.490253,2.854642,2.106468
North Dakota,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 35–44,0.446194,0.242694,0.850849
Alaska,West,Pacific,Single,Live with family/friends/roommates,Single,Male 25–34,1.6639,0.066947,2.251624
Iowa,Midwest,West North Central,Single,Live in parents’ home,Single,Male 18–24,0.538847,1.424246,1.280913
Georgia,South,South Atlantic,Married,Live with spouse/partner,Married,Male 35–44,1.734989,1.345513,0.916411
Delaware,South,South Atlantic,Single,Only adult in household,Single,Male 18–24,1.325194,0.215494,1.40914
District of Columbia,South,South Atlantic,Single,Only adult in household,Single,Female 35–44,1.096797,0.093121,0.831244
Iowa,Midwest,West North Central,Separated,Only adult in household,Single,Male 55–64,0.387971,0.823521,0.775385
Indiana,Midwest,East North Central,Single,Only adult in household,Single,Male 18–24,3.137268,1.233644,1.623505
Georgia,South,South Atlantic,Single,Live with family/friends/roommates,Single,Male 35–44,0.90116,1.242011,0.83139
North Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Male 55–64,1.113969,1.419471,0.877132
Michigan,Midwest,East North Central,Single,Live in parents’ home,Single,Male 25–34,1.629509,1.313308,1.169414
Utah,West,Mountain,Single,Live in parents’ home,Single,Male 18–24,0.507903,1.13511,1.308771
Arizona,West,Mountain,Single,Live with family/friends/roommates,Single,Male 55–64,0.373467,2.055536,0.818462
Rhode Island,Northeast,New England,Married,Live with spouse/partner,Married,Female 65+,0.418193,0.454311,0.89659
Wyoming,West,Mountain,Divorced,Only adult in household,Single,Female 45–54,0.43782,0.197522,0.694714
Wyoming,West,Mountain,Married,Live with spouse/partner,Married,Male 55–64,0.436026,0.183105,1.013997
South Dakota,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 65+,0.493044,0.301847,0.921804
Michigan,Midwest,East North Central,Single,Live with spouse/partner,Living with partner,Male 35–44,2.597825,1.479141,1.179806
Georgia,South,South Atlantic,Single,Live with family/friends/roommates,Single,Male 25–34,2.498252,1.884885,1.358192
Iowa,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 55–64,0.387971,0.823521,0.775385
Montana,West,Mountain,Single,Live with spouse/partner,Living with partner,Male 25–34,0.425974,0.354634,1.756763
Louisiana,South,West South Central,Married,Live with spouse/partner,Married,Male 25–34,1.364294,0.428103,0.740261
Iowa,Midwest,West North Central,Single,Only adult in household,Single,Male 55–64,0.462591,0.964508,0.980055
Vermont,Northeast,New England,Married,Live with spouse/partner,Married,Male 65+,0.329072,0.225215,1.099455
South Dakota,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 45–54,0.446194,0.279137,0.956247
North Dakota,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 65+,0.493044,0.26244,0.880542
Montana,West,Mountain,Single,Live with family/friends/roommates,Single,Male 25–34,0.507903,0.413815,1.93529
North Dakota,Midwest,West North Central,Single,Live with spouse/partner,Living with partner,Female 25–34,0.453067,0.248538,1.06118
District of Columbia,South,South Atlantic,Married,Live with spouse/partner,Married,Female 35–44,0.918587,0.085769,0.787362
Michigan,Midwest,East North Central,Single,Live with family/friends/roommates,Single,Male 18–24,1.629509,1.313308,1.169414
Alaska,West,Pacific,Divorced,Only adult in household,Single,Male 18–24,1.629256,0.078539,2.298078
New York,Northeast,Middle Atlantic,Single,Live in parents’ home,Single,Male 35–44,3.606297,1.457479,0.968697
Wyoming,West,Mountain,Widowed/widower,Live in parents’ home,Single,Male 55–64,0.445298,0.200361,1.065211
Indiana,Midwest,East North Central,Single,Live with spouse/partner,Living with partner,Female 25–34,1.173528,0.660871,0.927455
Oregon,West,Pacific,Single,Live with spouse/partner,Living with partner,Male 45–54,2.597421,0.400842,1.193107
Utah,West,Mountain,Married,Live with spouse/partner,Married,Male 18–24,0.977858,1.464945,2.102052
Arkansas,South,West South Central,Single,Live with spouse/partner,Living with partner,Male 35–44,1.346989,0.32342,0.974689
South Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Male 35–44,1.734989,0.676752,1.347073
New Jersey,Northeast,Middle Atlantic,Single,Only adult in household,Single,Male 18–24,2.265252,0.664415,0.945751
South Dakota,Midwest,West North Central,Single,Live with family/friends/roommates,Single,Male 25–34,0.538847,0.403388,1.57247
Washington,West,Pacific,Married,Live with spouse/partner,Married,Male 25–34,2.108337,0.723968,1.402028
Michigan,Midwest,East North Central,Single,Live with family/friends/roommates,Single,Male 25–34,3.137268,1.869692,1.356441
Nebraska,Midwest,West North Central,Separated,Live with spouse/partner,Living with partner,Male 35–44,0.446819,0.505923,0.750985
New York,Northeast,Middle Atlantic,Single,Only adult in household,Single,Male 25–34,3.490253,2.854642,2.106468
Wyoming,West,Mountain,Single,Only adult in household,Single,Female 25–34,0.427049,0.179462,0.977075
District of Columbia,South,South Atlantic,Single,Only adult in household,Single,Female 18–24,0.934497,0.103895,1.107692
Wyoming,West,Mountain,Married,Live with spouse/partner,Married,Female 25–34,0.358162,0.153797,0.921152
Kansas,Midwest,West North Central,Single,Live with spouse/partner,Living with partner,Male 35–44,0.446819,0.762092,0.803483
District of Columbia,South,South Atlantic,Single,Only adult in household,Single,Female 65+,0.995781,0.087348,0.858017
Maryland,South,South Atlantic,Married,Live with spouse/partner,Married,Male 35–44,2.068686,0.883106,1.501973
New Mexico,West,Mountain,Single,Live with spouse/partner,Living with partner,Male 25–34,0.977858,0.901192,1.804683
Minnesota,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 35–44,0.446819,1.529893,0.754286
Hawaii,West,Pacific,Single,Live in parents’ home,Single,Male 35–44,2.597421,0.127683,1.122583
North Dakota,Midwest,West North Central,Single,Live with family/friends/roommates,Single,Male 45–54,0.374219,0.207219,0.720309
Georgia,South,South Atlantic,Single,Live with spouse/partner,Living with partner,Male 35–44,2.068686,1.565744,1.08456
North Dakota,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 25–34,1.037434,0.496337,4.2899
Louisiana,South,West South Central,Single,Live in parents’ home,Single,Male 18–24,1.626693,0.530285,1.123834
Vermont,Northeast,New England,Single,Only adult in household,Single,Male 45–54,0.378456,0.260054,1.328202
Montana,West,Mountain,Divorced,Only adult in household,Single,Male 35–44,0.809718,0.454954,1.156484
New Jersey,Northeast,Middle Atlantic,Single,Live in parents’ home,Single,Male 18–24,3.490253,1.328118,1.940483
District of Columbia,South,South Atlantic,Single,Only adult in household,Single,Male 65+,1.11553,0.089758,0.858564
District of Columbia,South,South Atlantic,Separated,Live with family/friends/roommates,Single,Female 35–44,2.108691,0.108125,1.296769
Delaware,South,South Atlantic,Single,Only adult in household,Single,Male 18–24,2.498252,0.184683,3.300366
Idaho,West,Mountain,Married,Live with spouse/partner,Married,Male 55–64,0.839474,0.780158,1.926916
Michigan,Midwest,East North Central,Single,Live with spouse/partner,Living with partner,Male 18–24,1.629509,1.313308,1.169414
Hawaii,West,Pacific,Divorced,Only adult in household,Single,Male 55–64,2.158089,0.176531,1.058102
California,West,Pacific,Single,Live in parents’ home,Single,Male 18–24,3.136781,3.830626,0.975251
Georgia,South,South Atlantic,Single,Only adult in household,Single,Male 35–44,2.068686,1.565744,1.08456
Tennessee,South,East South Central,Single,Only adult in household,Single,Male 25–34,0.723923,1.465351,1.06596
Maine,Northeast,New England,Single,Only adult in household,Single,Male 55–64,0.329072,0.478335,0.820456
Delaware,South,South Atlantic,Single,Live with spouse/partner,Living with partner,Male 18–24,1.29942,0.159055,1.478678
Indiana,Midwest,East North Central,Divorced,Live with spouse/partner,Living with partner,Male 45–54,1.34932,0.685529,0.830829
West Virginia,South,South Atlantic,Married,Live with spouse/partner,Married,Male 65+,1.113969,0.233303,1.055113
Idaho,West,Mountain,Divorced,Only adult in household,Single,Male 55–64,0.436637,0.535326,0.47772
Montana,West,Mountain,Married,Live with spouse/partner,Married,Male 35–44,0.420571,0.35252,1.006418
Missouri,Midwest,West North Central,Single,Live in parents’ home,Single,Male 35–44,0.446819,1.658236,0.856748
Wyoming,West,Mountain,Married,Live with family/friends/roommates,Married,Female 45–54,0.359551,0.154695,0.623463
West Virginia,South,South Atlantic,Divorced,Live with family/friends/roommates,Single,Male 45–54,1.097331,0.301642,1.346463
New Mexico,West,Mountain,Single,Only adult in household,Single,Male 35–44,0.809718,0.767706,1.254809
North Carolina,South,South Atlantic,Single,Live with spouse/partner,Living with partner,Male 25–34,1.297602,1.74779,1.405516
Oklahoma,South,West South Central,Married,Live with spouse/partner,Married,Male 65+,2.254936,0.314791,1.256183
Alaska,West,Pacific,Married,Live with spouse/partner,Married,Male 65+,1.398688,0.078118,1.139233
Oklahoma,South,West South Central,Single,Only adult in household,Single,Male 35–44,1.348876,0.38777,0.885471
Ohio,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 25–34,3.137268,2.219936,2.453958
Arkansas,South,West South Central,Single,Live in parents’ home,Single,Male 18–24,1.626693,0.349869,1.028086
Delaware,South,South Atlantic,Single,Live with spouse/partner,Living with partner,Male 25–34,1.29942,0.159055,1.478678
Alaska,West,Pacific,Single,Only adult in household,Single,Female 45–54,1.153369,0.055088,0.453946
Colorado,West,Mountain,Single,Live with spouse/partner,Living with partner,Male 18–24,0.507903,2.099118,0.973334
District of Columbia,South,South Atlantic,Single,Only adult in household,Single,Female 25–34,1.683396,0.12618,1.343432
District of Columbia,South,South Atlantic,Single,Only adult in household,Single,Female 25–34,0.91504,0.082191,1.037512
South Dakota,Midwest,West North Central,Single,Live with spouse/partner,Living with partner,Male 25–34,0.538847,0.403388,1.57247
South Dakota,Midwest,West North Central,Single,Live with spouse/partner,Living with partner,Female 18–24,0.453067,0.285858,0.994515
Montana,West,Mountain,Married,Live with spouse/partner,Married,Male 55–64,0.365691,0.311318,0.784677
Nevada,West,Mountain,Single,Only adult in household,Single,Male 25–34,0.977858,1.389081,1.36174
Connecticut,Northeast,New England,Single,Live with spouse/partner,Living with partner,Male 35–44,0.728635,2.1482,1.294523
North Dakota,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 18–24,0.462701,0.291465,1.350795
Illinois,Midwest,East North Central,Divorced,Only adult in household,Single,Male 35–44,2.597825,1.779976,1.570776
Oklahoma,South,West South Central,Single,Live in parents’ home,Single,Male 18–24,1.626693,0.456325,1.120824
North Dakota,Midwest,West North Central,Single,Only adult in household,Single,Male 35–44,0.374219,0.207219,0.720309
North Dakota,Midwest,West North Central,Single,Live with family/friends/roommates,Single,Male 45–54,0.446819,0.207008,0.67102
Kansas,Midwest,West North Central,Single,Only adult in household,Single,Male 25–34,0.870087,1.56015,1.646706
North Dakota,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 45–54,0.446194,0.242694,0.850849
Nebraska,Midwest,West North Central,Single,Only adult in household,Single,Male 25–34,0.539602,0.731122,0.937835
Oregon,West,Pacific,Single,Live in parents’ home,Single,Male 18–24,1.629256,0.475192,1.332136
North Dakota,Midwest,West North Central,Divorced,Only adult in household,Single,Female 55–64,0.493044,0.26244,0.880542
Wyoming,West,Mountain,Married,Live with spouse/partner,Married,Female 25–34,0.427049,0.179462,0.977075
Illinois,Midwest,East North Central,Divorced,Live with spouse/partner,Living with partner,Male 35–44,2.597825,1.779976,1.570776
Indiana,Midwest,East North Central,Divorced,Live with family/friends/roommates,Single,Male 55–64,1.398905,0.68036,0.978696
Wyoming,West,Mountain,Single,Live with spouse/partner,Living with partner,Female 18–24,0.427049,0.179462,0.977075
North Dakota,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 18–24,0.453067,0.248538,1.06118
North Dakota,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 25–34,0.453067,0.248538,1.06118
New York,Northeast,Middle Atlantic,Married,Live with spouse/partner,Married,Male 35–44,3.606297,1.457479,0.968697
North Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Female 25–34,0.91504,1.212729,0.904506
South Dakota,Midwest,West North Central,Single,Live with spouse/partner,Living with partner,Female 18–24,0.453067,0.285858,0.994515
Rhode Island,Northeast,New England,Married,Live with spouse/partner,Married,Male 35–44,0.378456,0.418043,0.804858
Washington,West,Pacific,Married,Live with spouse/partner,Married,Male 25–34,2.513841,1.017871,1.774248
Illinois,Midwest,East North Central,Single,Live in parents’ home,Single,Male 18–24,3.137268,2.24996,1.462768
Montana,West,Mountain,Single,Live with spouse/partner,Living with partner,Female 25–34,0.427049,0.356043,1.046668
Rhode Island,Northeast,New England,Single,Live in parents’ home,Single,Female 18–24,0.392456,0.632542,1.455646
South Dakota,Midwest,West North Central,Single,Live with family/friends/roommates,Single,Male 18–24,0.538847,0.403388,1.57247
Montana,West,Mountain,Married,Live with spouse/partner,Married,Female 25–34,0.427049,0.356043,1.046668
South Dakota,Midwest,West North Central,Divorced,Only adult in household,Single,Female 65+,0.413512,0.257724,0.80706
North Dakota,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 35–44,0.446194,0.242694,0.850849
West Virginia,South,South Atlantic,Single,Live with family/friends/roommates,Single,Male 18–24,1.297602,0.287265,1.18315
Rhode Island,Northeast,New England,Married,Live with spouse/partner,Married,Female 25–34,0.384285,0.430855,0.97872
Tennessee,South,East South Central,Single,Live in parents’ home,Single,Male 18–24,0.864367,1.562565,1.095891
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 35–44,2.178774,0.721929,1.281079
Vermont,Northeast,New England,Married,Live with spouse/partner,Married,Male 25–34,0.457043,0.327957,3.238256
Vermont,Northeast,New England,Single,Live with spouse/partner,Living with partner,Female 25–34,0.384285,0.268024,1.010526
Alaska,West,Pacific,Married,Live with spouse/partner,Married,Female 25–34,1.36989,0.078411,1.034249
Indiana,Midwest,East North Central,Single,Live with family/friends/roommates,Single,Female 18–24,1.370103,0.699897,0.93723
Rhode Island,Northeast,New England,Single,Only adult in household,Single,Male 25–34,0.737996,0.699388,2.467341
