age,education_level,occupation,number_of_dependents,location,work_experience,marital_status,employment_status,household_size,homeownership_status,type_of_housing,gender,primary_mode_of_transportation,income,log_income
31,Bachelor's,Healthcare,3,Urban,27,Married,Part-time,4,Own,Apartment,Female,Public transit,73366,11.20322952222549
21,High School,Technology,4,Urban,26,Married,Full-time,1,Own,Single-family home,Female,Biking,65064,11.083142049210858
46,Master's,Finance,5,Urban,45,Single,Part-time,6,Rent,Apartment,Male,Car,1672481,14.329819308594768
58,Bachelor's,Healthcare,3,Urban,46,Single,Full-time,7,Own,Townhouse,Male,Public transit,32985,10.403838508008098
62,High School,Technology,4,Urban,32,Married,Full-time,3,Own,Apartment,Female,Car,69316,11.146445465339667
67,Master's,Education,0,Urban,50,Single,Part-time,5,Rent,Apartment,Male,Car,171819,12.054202696192048
32,High School,Others,4,Urban,32,Married,Self-employed,2,Own,Single-family home,Male,Biking,70232,11.159573565028428
45,High School,Healthcare,0,Rural,37,Single,Part-time,7,Own,Apartment,Female,Car,343764,12.747713563374516
59,Bachelor's,Technology,4,Suburban,7,Married,Full-time,1,Rent,Apartment,Male,Car,67890,11.125658756897037
33,Master's,Others,4,Urban,3,Married,Part-time,1,Rent,Single-family home,Male,Car,251315,12.434466390426511
29,Doctorate,Education,4,Urban,47,Married,Part-time,3,Own,Apartment,Male,Public transit,70480,11.163098448931654
69,Master's,Finance,0,Urban,42,Single,Self-employed,7,Own,Townhouse,Female,Public transit,66732,11.108454862177677
22,Bachelor's,Others,4,Urban,35,Married,Part-time,2,Rent,Apartment,Female,Car,66908,11.111088766216067
51,Bachelor's,Healthcare,4,Rural,42,Married,Self-employed,1,Own,Apartment,Male,Walking,72892,11.196747891438473
59,Bachelor's,Others,5,Urban,30,Single,Full-time,1,Rent,Apartment,Male,Walking,66798,11.109443389352805
18,High School,Finance,1,Rural,9,Married,Full-time,7,Own,Apartment,Male,Public transit,1184398,13.984746030899862
56,Doctorate,Healthcare,0,Rural,48,Divorced,Full-time,3,Own,Apartment,Female,Car,71048,11.171125058830842
49,High School,Education,5,Urban,40,Single,Part-time,1,Rent,Apartment,Male,Car,7552719,15.837418321246053
43,Bachelor's,Technology,2,Urban,41,Married,Part-time,6,Own,Single-family home,Female,Public transit,67586,11.121170935845253
34,Master's,Others,3,Urban,7,Married,Full-time,5,Own,Townhouse,Female,Walking,70010,11.156407651542994
65,Master's,Healthcare,1,Urban,29,Married,Full-time,2,Rent,Apartment,Female,Public transit,1793003,14.399402983482718
44,High School,Finance,5,Suburban,13,Single,Part-time,4,Rent,Single-family home,Female,Public transit,38535,10.559348148310058
41,High School,Healthcare,5,Urban,44,Single,Part-time,4,Rent,Townhouse,Male,Walking,377164,12.840438036464908
52,Bachelor's,Finance,4,Urban,34,Divorced,Full-time,2,Rent,Apartment,Male,Walking,2533056,14.74493743169154
63,Bachelor's,Technology,2,Rural,45,Married,Self-employed,6,Rent,Townhouse,Female,Public transit,72866,11.196391140611418
59,Bachelor's,Technology,2,Rural,45,Married,Full-time,5,Rent,Apartment,Female,Walking,2306393,14.65119582384613
56,Bachelor's,Technology,4,Urban,2,Married,Self-employed,3,Own,Townhouse,Male,Car,65136,11.084248023118157
43,Doctorate,Others,5,Suburban,28,Married,Full-time,3,Own,Single-family home,Female,Car,75458,11.231344741376423
66,High School,Education,5,Urban,15,Single,Full-time,4,Own,Townhouse,Male,Public transit,66598,11.106444841400739
55,Bachelor's,Finance,4,Suburban,9,Single,Full-time,1,Own,Apartment,Female,Public transit,68404,11.133201200354215
40,Bachelor's,Healthcare,1,Urban,3,Married,Part-time,2,Rent,Apartment,Male,Car,1325791,14.0975205746786
39,High School,Finance,0,Rural,49,Married,Full-time,5,Own,Single-family home,Female,Public transit,72072,11.185434773248893
21,High School,Finance,1,Urban,3,Divorced,Full-time,3,Own,Apartment,Male,Biking,5730227,15.561265878475215
66,Master's,Education,0,Urban,1,Single,Self-employed,2,Rent,Townhouse,Female,Car,105919,11.570439371170835
26,Master's,Finance,2,Urban,10,Married,Self-employed,1,Own,Townhouse,Female,Public transit,2828663,14.855315073346652
21,High School,Technology,3,Urban,14,Married,Full-time,4,Own,Single-family home,Male,Car,70354,11.161309133222357
24,Master's,Others,4,Urban,10,Married,Part-time,1,Rent,Single-family home,Female,Walking,73828,11.209506887331928
40,High School,Healthcare,1,Suburban,22,Married,Full-time,5,Own,Townhouse,Female,Biking,67894,11.125717673132895
19,Bachelor's,Healthcare,2,Suburban,37,Single,Part-time,6,Own,Single-family home,Female,Public transit,71246,11.173907991981288
66,High School,Finance,1,Suburban,49,Single,Full-time,6,Rent,Apartment,Male,Car,68864,11.139903345351431
41,Master's,Finance,5,Suburban,29,Single,Full-time,4,Own,Single-family home,Male,Public transit,75384,11.230363595213019
57,High School,Technology,0,Rural,49,Single,Part-time,1,Own,Single-family home,Female,Car,70156,11.158490866724785
48,Bachelor's,Others,4,Suburban,0,Single,Full-time,7,Own,Single-family home,Male,Public transit,67324,11.117286917679799
64,Master's,Technology,5,Urban,44,Married,Full-time,7,Rent,Apartment,Female,Public transit,3016605,14.919642916308543
48,High School,Others,0,Suburban,32,Single,Self-employed,6,Rent,Single-family home,Male,Public transit,5835586,15.57948541847159
64,Bachelor's,Technology,5,Urban,44,Married,Part-time,7,Rent,Single-family home,Male,Public transit,948769,13.762921687838695
57,High School,Healthcare,0,Rural,36,Divorced,Full-time,5,Rent,Single-family home,Female,Car,2194157,14.60130893180962
65,Bachelor's,Education,0,Urban,22,Married,Full-time,6,Own,Townhouse,Male,Biking,65592,11.091224261921477
68,Bachelor's,Others,5,Urban,48,Single,Part-time,5,Own,Apartment,Female,Public transit,4000924,15.202036142350005
60,Bachelor's,Education,2,Urban,47,Single,Self-employed,5,Rent,Single-family home,Male,Public transit,67494,11.119808800042927
51,Master's,Others,4,Urban,17,Married,Self-employed,2,Own,Single-family home,Male,Car,74926,11.22426958518863
41,Bachelor's,Finance,3,Urban,9,Single,Part-time,5,Own,Apartment,Male,Walking,69062,11.142774410487005
66,High School,Education,1,Rural,16,Divorced,Part-time,3,Rent,Apartment,Female,Public transit,1869240,14.44104302408529
43,Bachelor's,Technology,0,Urban,6,Married,Part-time,5,Own,Apartment,Female,Car,4210235,15.253029261094555
33,Master's,Technology,4,Urban,14,Married,Full-time,1,Own,Townhouse,Female,Car,68168,11.129745195039908
64,Doctorate,Technology,1,Urban,50,Married,Self-employed,3,Rent,Single-family home,Male,Public transit,2750008,14.827114742364671
30,High School,Healthcare,4,Urban,26,Divorced,Full-time,4,Own,Apartment,Male,Biking,70514,11.163580732126341
32,Bachelor's,Others,5,Urban,8,Married,Part-time,6,Rent,Apartment,Female,Car,71262,11.17413253762815
44,Master's,Technology,1,Urban,20,Married,Part-time,6,Rent,Single-family home,Male,Public transit,3951778,15.189676415233624
21,Master's,Others,4,Urban,36,Married,Full-time,3,Rent,Apartment,Female,Car,69823,11.153733069192743
33,Bachelor's,Technology,3,Urban,28,Married,Full-time,1,Own,Apartment,Female,Public transit,68122,11.129070173736432
47,High School,Education,4,Urban,41,Single,Part-time,7,Own,Apartment,Male,Car,1127754,13.935739488867553
61,High School,Technology,4,Suburban,44,Single,Full-time,6,Rent,Apartment,Female,Biking,411813,12.928327070083903
47,High School,Finance,0,Urban,32,Single,Full-time,6,Rent,Single-family home,Male,Car,67236,11.115978970227394
53,Master's,Education,0,Urban,5,Single,Part-time,4,Rent,Single-family home,Male,Public transit,71876,11.18271160379947
20,High School,Others,0,Urban,24,Married,Self-employed,1,Rent,Single-family home,Male,Public transit,1781661,14.393057194499397
39,Bachelor's,Technology,5,Urban,34,Single,Full-time,7,Own,Townhouse,Male,Public transit,32381,10.385357991846698
66,Bachelor's,Others,4,Urban,16,Single,Part-time,1,Rent,Single-family home,Female,Public transit,72672,11.193725205268558
39,Bachelor's,Others,3,Urban,43,Single,Full-time,2,Rent,Single-family home,Male,Walking,570921,13.255007876855343
67,Bachelor's,Finance,1,Rural,26,Divorced,Part-time,2,Rent,Apartment,Female,Public transit,538153,13.195900043536696
67,Bachelor's,Technology,0,Urban,42,Married,Self-employed,1,Own,Apartment,Male,Public transit,121305,11.70607155784733
66,Bachelor's,Technology,2,Urban,39,Married,Full-time,5,Own,Single-family home,Female,Public transit,69304,11.146272332647454
29,High School,Finance,4,Urban,24,Married,Self-employed,2,Rent,Single-family home,Male,Car,66188,11.10026956497648
38,Bachelor's,Technology,3,Urban,11,Married,Self-employed,7,Own,Single-family home,Female,Walking,65464,11.089270927661854
21,Master's,Finance,3,Urban,42,Married,Part-time,6,Own,Single-family home,Male,Public transit,69588,11.150361787854917
48,Doctorate,Finance,0,Urban,36,Single,Part-time,1,Rent,Apartment,Male,Public transit,71934,11.183518212471133
61,Bachelor's,Technology,5,Rural,39,Married,Self-employed,3,Own,Apartment,Male,Public transit,73806,11.209208857039007
48,Master's,Technology,0,Urban,43,Married,Self-employed,1,Rent,Apartment,Female,Public transit,69278,11.145897108952004
40,Bachelor's,Healthcare,5,Urban,37,Married,Full-time,1,Rent,Single-family home,Female,Biking,934501,13.74776904605738
70,Bachelor's,Healthcare,2,Suburban,40,Married,Self-employed,4,Own,Townhouse,Male,Car,47148,10.76106807892895
37,Doctorate,Others,2,Urban,24,Divorced,Full-time,7,Rent,Single-family home,Female,Walking,71346,11.175310575770139
32,Bachelor's,Finance,0,Urban,48,Married,Self-employed,2,Own,Apartment,Female,Car,2260197,14.630962978030352
40,High School,Healthcare,1,Urban,1,Married,Full-time,4,Own,Single-family home,Male,Public transit,218535,12.294706039671789
45,Doctorate,Others,0,Urban,0,Married,Part-time,5,Own,Single-family home,Male,Walking,72578,11.192430902771898
33,Master's,Healthcare,0,Suburban,49,Single,Part-time,1,Own,Single-family home,Male,Car,68258,11.131064572485236
54,Bachelor's,Technology,3,Urban,2,Single,Full-time,2,Own,Apartment,Male,Car,250871,12.432698127880652
38,Doctorate,Healthcare,0,Urban,28,Married,Part-time,2,Rent,Townhouse,Female,Public transit,72030,11.184851860891301
32,Bachelor's,Others,0,Suburban,13,Married,Self-employed,7,Own,Single-family home,Male,Walking,74864,11.223441770571819
34,Bachelor's,Others,0,Urban,44,Single,Full-time,6,Own,Townhouse,Female,Walking,65694,11.092778098075922
67,Bachelor's,Technology,1,Urban,33,Married,Full-time,2,Own,Apartment,Male,Car,66720,11.108275024929902
54,High School,Education,3,Urban,21,Married,Part-time,1,Rent,Apartment,Female,Public transit,838705,13.639615506875613
30,Bachelor's,Technology,4,Suburban,35,Married,Part-time,1,Rent,Apartment,Female,Biking,88269,11.38815557801428
36,High School,Finance,4,Suburban,14,Married,Full-time,6,Own,Apartment,Male,Car,72268,11.188150547181156
47,High School,Healthcare,4,Urban,36,Single,Part-time,3,Rent,Apartment,Female,Public transit,73354,11.203065947573744
62,Bachelor's,Education,4,Suburban,9,Divorced,Self-employed,4,Rent,Townhouse,Male,Public transit,195659,12.18413373801142
35,Bachelor's,Finance,3,Suburban,8,Married,Full-time,4,Own,Single-family home,Male,Car,69138,11.14387424996344
31,High School,Education,0,Rural,49,Married,Part-time,7,Own,Apartment,Male,Car,161846,11.994406723501417
53,Doctorate,Healthcare,4,Urban,34,Married,Part-time,1,Own,Apartment,Male,Car,75408,11.23068191026803
53,Bachelor's,Technology,0,Suburban,45,Single,Full-time,7,Own,Single-family home,Female,Walking,74594,11.219828759816949
37,High School,Finance,4,Urban,41,Single,Self-employed,7,Rent,Single-family home,Male,Public transit,66930,11.111417516966188
69,Bachelor's,Others,1,Suburban,16,Single,Full-time,5,Own,Apartment,Female,Walking,3404066,15.040481451207905
36,Master's,Healthcare,0,Urban,46,Single,Part-time,6,Own,Apartment,Female,Public transit,69438,11.148203948308879
62,Bachelor's,Technology,3,Urban,17,Married,Full-time,2,Rent,Single-family home,Male,Biking,1189511,13.989053696946646
61,High School,Education,5,Suburban,48,Married,Full-time,1,Rent,Apartment,Male,Car,70092,11.157578210689957
24,High School,Healthcare,1,Suburban,24,Single,Full-time,1,Rent,Townhouse,Male,Car,65104,11.083756630162828
61,Bachelor's,Technology,5,Urban,34,Married,Full-time,1,Own,Townhouse,Male,Public transit,66356,11.10280453532587
70,Bachelor's,Healthcare,1,Urban,15,Single,Self-employed,2,Own,Single-family home,Female,Car,72542,11.191934768474706
21,Bachelor's,Healthcare,3,Urban,50,Married,Full-time,7,Own,Apartment,Female,Public transit,70060,11.157121570129487
51,Master's,Finance,1,Urban,44,Single,Part-time,2,Own,Single-family home,Male,Public transit,174297,12.068521756972974
19,High School,Technology,0,Urban,48,Married,Self-employed,6,Rent,Apartment,Female,Car,69868,11.154377339149814
22,Master's,Others,2,Urban,24,Married,Full-time,1,Rent,Townhouse,Male,Public transit,4652173,15.35284519518862
27,Master's,Education,2,Urban,15,Single,Self-employed,3,Own,Single-family home,Male,Walking,74212,11.214694615965701
49,Master's,Technology,4,Urban,40,Married,Full-time,4,Own,Townhouse,Female,Public transit,713409,13.477811569190239
59,Doctorate,Education,4,Urban,23,Married,Full-time,6,Own,Single-family home,Female,Public transit,73400,11.203692838488003
58,Master's,Healthcare,0,Rural,11,Married,Part-time,3,Rent,Single-family home,Female,Public transit,151382,11.92756832834416
30,Bachelor's,Others,3,Urban,34,Single,Self-employed,3,Rent,Single-family home,Male,Biking,2025740,14.52144611751414
56,Bachelor's,Finance,0,Urban,8,Single,Full-time,1,Rent,Single-family home,Female,Biking,5067966,15.438450308957611
22,Bachelor's,Education,4,Suburban,47,Married,Part-time,7,Own,Townhouse,Female,Car,66030,11.097879607705167
27,Master's,Finance,1,Urban,36,Married,Full-time,2,Rent,Apartment,Male,Car,67784,11.124096210513489
27,Bachelor's,Others,5,Urban,31,Married,Part-time,4,Rent,Apartment,Male,Car,65244,11.085904693896348
55,High School,Healthcare,0,Urban,18,Single,Part-time,3,Rent,Apartment,Male,Walking,68418,11.133405842815316
44,High School,Healthcare,0,Urban,21,Married,Part-time,5,Own,Townhouse,Male,Public transit,66270,11.10150767475264
68,Master's,Healthcare,3,Urban,44,Single,Self-employed,2,Rent,Apartment,Male,Biking,72390,11.189837261254489
38,Master's,Others,4,Urban,33,Married,Self-employed,7,Own,Single-family home,Male,Biking,70684,11.165988665301134
25,Bachelor's,Healthcare,0,Rural,18,Divorced,Full-time,6,Own,Apartment,Female,Public transit,1355958,14.12001951103716
18,High School,Education,1,Urban,49,Married,Full-time,2,Own,Single-family home,Male,Car,74294,11.215798933690447
45,Bachelor's,Technology,5,Suburban,11,Married,Part-time,4,Rent,Apartment,Male,Public transit,72922,11.197159368922746
66,High School,Technology,1,Urban,17,Single,Self-employed,4,Own,Single-family home,Female,Public transit,74852,11.223281469204906
56,Bachelor's,Finance,2,Urban,4,Single,Full-time,4,Own,Townhouse,Female,Public transit,74448,11.217869606188502
31,Bachelor's,Education,4,Urban,25,Single,Full-time,1,Own,Apartment,Female,Biking,7900144,15.882391671699189
38,Doctorate,Technology,1,Urban,26,Married,Self-employed,2,Rent,Apartment,Female,Car,74758,11.222024885343066
47,Bachelor's,Others,3,Suburban,19,Married,Full-time,1,Own,Apartment,Male,Public transit,626365,13.347690143769256
38,Bachelor's,Healthcare,5,Urban,7,Single,Full-time,1,Own,Apartment,Male,Biking,556346,13.22914747928228
66,Master's,Healthcare,4,Urban,15,Single,Full-time,7,Rent,Apartment,Male,Biking,48535,10.790061069622134
26,Bachelor's,Finance,1,Urban,1,Married,Part-time,1,Own,Single-family home,Male,Car,7460523,15.825136211000004
34,High School,Finance,0,Urban,44,Single,Full-time,7,Rent,Apartment,Female,Public transit,70468,11.162928175784737
22,Bachelor's,Education,4,Suburban,0,Single,Part-time,2,Rent,Single-family home,Female,Public transit,75198,11.227893211977173
48,Master's,Healthcare,1,Suburban,4,Single,Full-time,6,Own,Apartment,Male,Public transit,3016051,14.919459249340663
69,Bachelor's,Finance,0,Suburban,30,Single,Part-time,5,Own,Single-family home,Male,Public transit,68280,11.131386822378166
57,Bachelor's,Technology,2,Urban,22,Single,Full-time,3,Own,Single-family home,Female,Biking,68220,11.130507714323134
55,Doctorate,Others,5,Urban,20,Married,Full-time,2,Own,Single-family home,Female,Public transit,69942,11.155435903606515
60,Master's,Finance,4,Urban,11,Married,Part-time,7,Rent,Single-family home,Female,Public transit,522930,13.16720480317703
36,Bachelor's,Healthcare,4,Urban,3,Married,Full-time,2,Rent,Single-family home,Female,Public transit,70344,11.161166986811313
53,Master's,Finance,1,Urban,36,Married,Part-time,4,Rent,Apartment,Male,Car,7820296,15.87223309133993
67,Master's,Healthcare,2,Rural,10,Married,Self-employed,3,Own,Single-family home,Female,Car,72104,11.185878668996171
50,Doctorate,Others,3,Rural,41,Single,Full-time,4,Own,Apartment,Male,Public transit,66698,11.107945239287579
30,Doctorate,Finance,1,Rural,39,Single,Full-time,5,Own,Apartment,Female,Public transit,427771,12.966345622343027
31,Bachelor's,Technology,1,Urban,8,Single,Full-time,6,Own,Apartment,Male,Walking,67388,11.11823707883328
50,Bachelor's,Technology,3,Urban,25,Married,Full-time,1,Own,Apartment,Female,Public transit,70110,11.157834979399821
46,High School,Healthcare,3,Suburban,38,Single,Part-time,4,Own,Single-family home,Male,Public transit,66132,11.099423144829517
60,Bachelor's,Healthcare,3,Suburban,26,Married,Full-time,5,Rent,Townhouse,Female,Biking,9083200,16.021937221491953
66,Master's,Education,5,Suburban,28,Married,Full-time,3,Own,Apartment,Female,Biking,3514780,15.07248777687623
53,Master's,Finance,3,Urban,45,Married,Full-time,1,Own,Apartment,Female,Public transit,65934,11.0964246872418
61,Bachelor's,Technology,3,Suburban,42,Single,Part-time,5,Own,Townhouse,Male,Public transit,72294,11.188510249462226
27,Bachelor's,Healthcare,0,Urban,49,Married,Part-time,4,Own,Apartment,Female,Biking,65484,11.089576387763504
48,Bachelor's,Finance,0,Urban,24,Married,Full-time,5,Own,Single-family home,Male,Biking,161568,11.992687574983913
23,Bachelor's,Healthcare,3,Suburban,17,Single,Part-time,5,Own,Apartment,Male,Car,382816,12.855312347188233
18,Master's,Finance,5,Urban,29,Single,Part-time,7,Rent,Single-family home,Male,Car,4867787,15.39815018242883
24,Bachelor's,Technology,5,Urban,7,Single,Full-time,7,Own,Apartment,Male,Public transit,5253902,15.474481786933099
44,High School,Technology,2,Urban,1,Married,Part-time,1,Rent,Single-family home,Male,Public transit,74644,11.220498821487691
38,Bachelor's,Healthcare,5,Urban,21,Married,Self-employed,2,Rent,Single-family home,Female,Biking,1395972,14.149102221143204
45,High School,Others,2,Urban,20,Single,Part-time,5,Own,Townhouse,Male,Public transit,64912,11.080803190799589
33,Doctorate,Healthcare,3,Urban,38,Married,Full-time,1,Own,Townhouse,Male,Car,72448,11.190638145031073
63,Bachelor's,Healthcare,5,Urban,25,Married,Full-time,6,Own,Apartment,Female,Car,75370,11.230177864627965
40,Master's,Technology,0,Urban,28,Married,Part-time,6,Rent,Townhouse,Female,Public transit,67186,11.115235055415964
69,High School,Others,2,Suburban,4,Single,Full-time,1,Own,Apartment,Female,Biking,75278,11.22895649043033
37,High School,Healthcare,0,Urban,45,Divorced,Part-time,3,Own,Apartment,Female,Public transit,68038,11.127836349164873
55,Bachelor's,Finance,1,Suburban,13,Single,Part-time,3,Rent,Apartment,Female,Public transit,154390,11.947243624718435
42,Master's,Finance,0,Urban,34,Single,Self-employed,2,Own,Single-family home,Male,Car,64908,11.080741567962146
45,Bachelor's,Technology,3,Urban,5,Married,Full-time,4,Rent,Townhouse,Female,Public transit,274124,12.521339485720189
22,High School,Technology,5,Urban,22,Single,Part-time,5,Own,Apartment,Female,Public transit,3459851,15.056736371552574
38,High School,Education,5,Urban,16,Married,Full-time,5,Own,Single-family home,Female,Biking,2730353,14.819941829084343
35,Bachelor's,Education,4,Suburban,23,Single,Full-time,1,Own,Single-family home,Male,Biking,7848650,15.875852227857422
64,High School,Technology,3,Urban,39,Married,Full-time,1,Own,Townhouse,Male,Public transit,70564,11.164289549848107
23,Bachelor's,Healthcare,1,Rural,28,Married,Full-time,1,Own,Apartment,Male,Biking,3567970,15.087507644846315
46,Bachelor's,Technology,5,Urban,29,Married,Full-time,6,Rent,Townhouse,Male,Car,71074,11.1714909365192
36,High School,Healthcare,0,Rural,23,Married,Full-time,3,Own,Apartment,Female,Car,812964,13.608443337172748
50,High School,Technology,2,Urban,34,Single,Part-time,6,Rent,Townhouse,Male,Biking,3557707,15.084627075262254
18,High School,Technology,3,Urban,46,Single,Full-time,6,Own,Single-family home,Female,Public transit,70050,11.156978827180746
62,Doctorate,Others,5,Urban,36,Married,Full-time,1,Own,Apartment,Female,Public transit,72992,11.19811882512179
20,Bachelor's,Technology,2,Urban,50,Married,Part-time,2,Own,Townhouse,Male,Biking,38415,10.556229318461034
59,Master's,Healthcare,0,Urban,1,Married,Part-time,1,Own,Single-family home,Female,Walking,917587,13.729503767118063
38,High School,Healthcare,5,Urban,20,Divorced,Full-time,4,Own,Single-family home,Female,Walking,75302,11.229275253631817
52,Master's,Technology,1,Urban,39,Married,Self-employed,6,Rent,Apartment,Male,Public transit,74578,11.21961424522243
58,High School,Technology,3,Suburban,40,Married,Part-time,1,Rent,Apartment,Male,Public transit,55951,10.932249459303158
57,Bachelor's,Technology,2,Suburban,4,Married,Full-time,7,Own,Single-family home,Male,Public transit,9922858,16.11035164338295
20,Master's,Technology,5,Urban,34,Single,Full-time,5,Own,Single-family home,Male,Car,68978,11.14155738943011
42,Master's,Finance,3,Urban,43,Married,Part-time,5,Rent,Single-family home,Female,Public transit,71988,11.1842686085487
62,Master's,Others,5,Urban,34,Married,Part-time,7,Rent,Single-family home,Male,Public transit,42938,10.667535782852326
55,Master's,Healthcare,3,Suburban,18,Single,Self-employed,1,Rent,Apartment,Male,Public transit,904118,13.714716267879043
62,High School,Finance,2,Urban,15,Divorced,Full-time,5,Own,Apartment,Female,Public transit,66284,11.10171890623295
37,Bachelor's,Healthcare,1,Urban,24,Single,Part-time,7,Rent,Townhouse,Male,Walking,2568510,14.758836911535536
69,Bachelor's,Education,3,Urban,15,Married,Part-time,1,Own,Single-family home,Female,Car,2519929,14.739741681324018
61,Master's,Technology,1,Urban,30,Single,Part-time,6,Own,Single-family home,Female,Public transit,72992,11.19811882512179
62,High School,Technology,1,Urban,32,Married,Full-time,1,Rent,Single-family home,Male,Biking,67648,11.122087851523679
51,Master's,Education,0,Urban,16,Married,Full-time,6,Own,Apartment,Male,Car,70110,11.157834979399821
38,Bachelor's,Finance,5,Urban,20,Married,Full-time,3,Rent,Townhouse,Female,Public transit,72838,11.19600680502682
65,Bachelor's,Education,2,Urban,34,Married,Self-employed,6,Own,Apartment,Male,Public transit,69144,11.143961027898758
40,High School,Education,0,Urban,48,Married,Full-time,3,Own,Apartment,Female,Public transit,66078,11.09860627490844
23,Bachelor's,Healthcare,4,Urban,22,Married,Full-time,5,Own,Apartment,Male,Walking,71176,11.172925011505574
68,Master's,Technology,5,Urban,48,Single,Full-time,5,Own,Apartment,Female,Public transit,67952,11.126571568715077
70,Bachelor's,Healthcare,0,Urban,15,Married,Self-employed,7,Own,Apartment,Male,Car,74306,11.21596043891953
30,Master's,Education,3,Urban,37,Married,Part-time,2,Own,Townhouse,Male,Public transit,68634,11.13655788768576
66,Master's,Healthcare,3,Urban,49,Married,Full-time,6,Own,Single-family home,Female,Public transit,69326,11.146589719689185
40,Bachelor's,Healthcare,3,Urban,13,Married,Self-employed,6,Own,Single-family home,Male,Car,69592,11.150419266551891
26,Master's,Healthcare,4,Urban,39,Single,Self-employed,2,Own,Apartment,Female,Public transit,70376,11.161621784221122
34,Bachelor's,Healthcare,1,Suburban,50,Single,Full-time,1,Rent,Single-family home,Male,Biking,72160,11.18665501273361
19,Bachelor's,Education,3,Urban,40,Divorced,Full-time,2,Own,Single-family home,Male,Car,69020,11.142166085101078
36,High School,Technology,5,Urban,49,Married,Self-employed,4,Rent,Single-family home,Female,Public transit,72202,11.187236875264226
36,Bachelor's,Healthcare,5,Urban,32,Single,Part-time,3,Rent,Townhouse,Female,Car,535706,13.1913426487988
24,Bachelor's,Technology,0,Urban,20,Married,Full-time,6,Rent,Single-family home,Male,Car,68222,11.13053703037954
59,Master's,Education,1,Rural,16,Married,Full-time,7,Own,Apartment,Male,Biking,488418,13.098928923000905
59,Bachelor's,Education,0,Suburban,3,Married,Full-time,7,Own,Apartment,Female,Car,78673,11.273068011333875
37,High School,Finance,0,Urban,15,Married,Part-time,5,Rent,Single-family home,Female,Biking,683137,13.434452167924
26,Bachelor's,Technology,3,Urban,29,Married,Full-time,7,Rent,Apartment,Female,Car,566659,13.247514755583248
34,High School,Others,0,Suburban,43,Divorced,Full-time,2,Own,Townhouse,Male,Car,68456,11.133961089914534
44,Master's,Education,4,Suburban,44,Married,Full-time,4,Own,Apartment,Female,Public transit,70518,11.163637456036902
64,Master's,Finance,5,Urban,33,Married,Full-time,2,Own,Townhouse,Male,Car,2186095,14.597627862582346
19,Bachelor's,Finance,5,Urban,21,Married,Full-time,5,Own,Single-family home,Male,Public transit,70762,11.16709154420937
53,Master's,Others,5,Suburban,43,Single,Self-employed,2,Rent,Apartment,Male,Car,728777,13.499124437864138
36,Bachelor's,Others,1,Suburban,41,Married,Full-time,3,Own,Townhouse,Male,Car,75070,11.22618961137882
34,Bachelor's,Healthcare,3,Urban,28,Married,Part-time,6,Own,Apartment,Female,Car,75158,11.227361148489448
22,High School,Healthcare,3,Urban,46,Married,Full-time,7,Rent,Apartment,Female,Biking,135830,11.819166744933293
56,Bachelor's,Technology,0,Urban,4,Divorced,Part-time,2,Rent,Apartment,Female,Public transit,68604,11.136120697355276
35,Master's,Education,0,Urban,0,Married,Full-time,4,Rent,Townhouse,Female,Biking,67770,11.123889653812942
70,High School,Finance,2,Urban,39,Single,Full-time,6,Own,Apartment,Female,Walking,74184,11.214317252384895
24,Bachelor's,Healthcare,2,Urban,24,Single,Self-employed,2,Own,Single-family home,Male,Public transit,65442,11.08893481374663
34,Bachelor's,Finance,3,Suburban,49,Married,Full-time,7,Rent,Townhouse,Female,Walking,67332,11.117405737207928
56,High School,Healthcare,3,Urban,5,Single,Part-time,7,Rent,Apartment,Male,Car,67538,11.120460487789083
53,High School,Healthcare,0,Urban,22,Divorced,Self-employed,5,Rent,Single-family home,Male,Car,6667372,15.712736487237851
57,High School,Others,4,Suburban,32,Married,Part-time,7,Own,Townhouse,Female,Public transit,5613301,15.540649696147023
62,Master's,Healthcare,4,Urban,13,Divorced,Self-employed,7,Rent,Single-family home,Male,Car,1893747,14.454068492133649
21,Master's,Education,5,Suburban,41,Single,Full-time,2,Own,Single-family home,Female,Walking,67864,11.125275716732066
55,Bachelor's,Healthcare,0,Suburban,35,Single,Self-employed,4,Own,Single-family home,Female,Public transit,66714,11.108185094176521
42,Master's,Others,2,Urban,17,Married,Part-time,2,Own,Townhouse,Male,Biking,64922,11.080957231281733
22,High School,Finance,2,Urban,50,Married,Full-time,1,Own,Single-family home,Male,Car,90480,11.412895162895152
47,Bachelor's,Finance,4,Suburban,39,Single,Full-time,5,Rent,Single-family home,Female,Public transit,65148,11.084432233241024
29,High School,Technology,3,Urban,43,Married,Part-time,1,Own,Single-family home,Male,Car,69702,11.151998637429239
21,High School,Education,0,Urban,9,Married,Full-time,6,Own,Apartment,Male,Public transit,2099456,14.557189297829725
41,Master's,Healthcare,5,Suburban,44,Married,Part-time,1,Own,Townhouse,Male,Biking,73772,11.20874808998925
46,High School,Healthcare,5,Urban,38,Single,Full-time,6,Own,Single-family home,Male,Car,67760,11.123742087186342
26,Master's,Technology,3,Urban,48,Married,Self-employed,6,Own,Townhouse,Male,Public transit,67874,11.125423057236237
21,Bachelor's,Technology,2,Urban,11,Single,Part-time,5,Own,Townhouse,Female,Public transit,71276,11.174328973716898
